PreSynaptic Neuron,PostSynaptic Neuron,N,Inferred
R7-C,Dm8-L,2,0
R7-C,L3-C,5,0
R7-C,Dm2-C,6,0
Pm2-9,Tm2-P,5,0
Pm2-9,Pm1-1,1,0
Pm2-9,Pm2-10,2,0
Pm2-9,Mi2-0,1,0
Pm2-9,Pm3-0,2,0
Pm2-9,Tm2-F,1,0
Pm2-9,Pm2-0,2,0
Pm2-9,Tm3p-P,1,0
Pm2-9,Tm1-Q,8,0
Pm2-9,T2a-Q,1,0
Pm2-9,Tm6_14-F,4,0
Pm2-9,Y3_Y6-0,2,0
Pm2-9,T3-F,3,0
Pm2-9,Tm1-P,5,0
Pm2-9,Pm4-7,1,0
Pm2-9,Tm4-F,3,0
Pm2-9,T3-P,4,0
Pm2-9,Tm6_14-home,1,0
Pm2-9,Tm1-F,1,0
Pm2-9,Pm2-1,1,0
Pm2-9,Y3_Y6-5,1,0
Pm2-9,Tm4-A,1,0
Pm2-9,Mi1-P,1,0
Pm2-9,Y3_Y6-3,3,0
Pm2-9,Mi1-Q,2,0
T4d-Q,T4c-F,1,0
T4d-Q,T4d-F,6,0
T4d-Q,T4d-P,2,0
T2-F,TmY4_like-2,1,0
T2-F,Lawf2-1,1,0
T2-F,Tm3p-P,2,0
T2-F,Y3_Y6-0,3,0
T2-F,Mi1-Q,4,0
T2-F,Tm5a-F,1,0
T2-F,TmY5a-E,1,0
T2-F,Tm25_Y1-F,1,0
T2-F,Mi1-P,2,0
T2-F,Tm6_14-F,1,0
T2-F,Pm3-0,1,0
T2-F,Tm6_14-home,1,0
Mi9-Q,Dm1-0,1,0
Mi9-Q,T4c-P,6,0
Mi9-Q,T4d-Q,3,0
Mi9-Q,Tm6_14-F,6,0
Mi9-Q,Lawf1-2,1,0
Mi9-Q,Pm2-0,1,0
Mi9-Q,T4b-F,3,0
Mi9-Q,T4d-P,5,0
Mi9-Q,TmY3-P,4,0
Mi9-Q,Tm1-Q,11,0
Mi9-Q,Tm6_14-A,3,0
Mi9-Q,Tm2-Q,7,0
Mi9-Q,T4b-3O,1,0
Mi9-Q,Mi22-2,7,0
Mi9-Q,T4d-F,1,0
Mi9-Q,Mi4-Q,19,0
Mi9-Q,Y3_Y6-3,3,0
Mi9-Q,Pm2-9,3,0
Mi9-Q,TmY3-F,1,0
Mi9-Q,TmY5a-F,2,0
Mi9-Q,T3-A,1,0
Mi9-Q,Tm5a-F,2,0
Mi9-Q,T4a-F,3,0
Mi9-Q,L4-F,1,0
Mi9-Q,Tm4-home,1,0
Mi9-Q,Tm6_14-home,1,0
Mi9-Q,Y3_Y6-5,5,0
Mi9-Q,Lawf1-1,1,0
Mi9-Q,Pm2-1,1,0
Mi9-Q,T3-F,3,0
Mi1-D,TmY4_like-3,2,0
Mi1-D,Tm1-D,3,0
Mi1-D,T4d-C,2,0
Mi1-D,T4a-L,6,0
Mi1-D,T2a-C,14,0
Mi1-D,C2-D,6,0
Mi1-D,Pm2-7,8,0
Mi1-D,Mi9-D,10,0
Mi1-D,Mi2-2,10,0
Mi1-D,Tm20-D,9,0
Mi1-D,Tm3p-N,11,0
Mi1-D,TmY4_like-1,1,0
Mi1-D,Pm2-5,52,0
Mi1-D,T3-K,3,0
Mi1-D,T2-D,4,0
Mi1-D,T4b-E,4,0
Mi1-D,C2-E,6,0
Mi1-D,Tm5c_like,3,0
Mi1-D,T4a-E,1,0
Mi1-D,Tm3a-K,3,0
Mi1-D,Dm6-0,1,0
Mi1-D,T4a-home,25,0
Mi1-D,C3-D,8,0
Mi1-D,L5-D,6,0
Mi1-D,T4c-home,21,0
Mi1-D,Pm2-2,34,0
Mi1-D,T4b-home,1,0
Mi1-D,T3-C,12,0
Mi1-D,Tm6_14-K,3,0
Mi1-D,Y3_Y6-2,4,0
Mi1-D,Tm3a-D,1,0
Mi1-D,Mi2-1,2,0
Mi1-D,Pm1-0,2,0
Mi1-D,L1-D,24,0
Mi1-D,Lawf1-2,1,0
Mi1-D,T4d-D,33,0
Mi1-D,T4a-D,28,0
Mi1-D,TmY3-home,8,0
Mi1-D,Dm5_like-1,1,0
Mi1-D,T4c-D,33,0
Mi1-D,T4c-L,1,0
Mi1-D,Pm2-0,44,0
Mi1-D,TmY5a-D,1,0
Mi1-D,Pm2-8,10,0
Mi1-D,T2a-D,17,0
Mi1-D,TmY3-C,1,0
Mi1-D,Mi4-D,15,0
Mi1-D,Pm3-1,1,0
Mi1-D,Tm3p-E,25,0
Mi1-D,T4d-home,6,0
Mi1-D,T3-D,4,0
Mi1-D,Tm25_Y1-E,6,0
Mi1-D,Pm4-0,68,0
Mi1-D,Tm28_TmY9-3,5,0
Mi1-D,Pm2-1,18,0
Mi1-D,T2-K,5,0
Mi1-D,T2-C,3,0
Mi1-D,T4b-D,36,0
Mi1-D,Mi1-D,8,0
Mi1-D,Tm25_Y1-D,7,0
Mi1-D,Tm3a-C,16,0
Mi1-D,Pm2-3,4,0
Mi1-D,Y3_Y6-4,10,0
Mi1-D,T4d-E,4,0
Mi1-D,T4a-C,2,0
Mi1-D,C2-C,3,0
Mi1-D,Y3_Y6-1,16,0
Mi1-D,Tm6_14-C,5,0
Mi1-D,Mi4-home,1,0
Mi1-D,T4c-B,1,0
Mi1-D,Dm2-home,1,0
Mi1-D,Tm3a-home,5,0
Mi1-D,Dm2-C,2,0
Mi1-D,Dm8-D,4,0
Mi1-D,Mi4-C,1,0
Mi1-D,Tm23_24,undefined,0
Mi1-D,T4c-N,4,0
Mi1-D,Tm3p-D,18,0
Mi9-C,Y3_Y6-1,5,0
Mi9-C,Lawf1-0,7,0
Mi9-C,Dm4-0,8,0
Mi9-C,T2a-C,1,0
Mi9-C,T4d-home,1,0
Mi9-C,Tm5b-home,1,0
Mi9-C,T2-C,2,0
Mi9-C,TmY3-P,4,0
Mi9-C,Tm4-K,1,0
Mi9-C,T4a-A,1,0
Mi9-C,Mi4-C,18,0
Mi9-C,Pm2-0,5,0
Mi9-C,L4-J,2,0
Mi9-C,T4c-C,2,0
Mi9-C,T4d-B,1,0
Mi9-C,Y3_Y6-4,9,0
Mi9-C,Pm2-2,8,0
Mi9-C,Y3_Y6-2,13,0
Mi9-C,TmY3-B,7,0
Mi9-C,Mi22-1,3,0
Mi9-C,Dm7_Mi16_like-0,1,0
Mi9-C,T3-K,1,0
Mi9-C,T4d-C,2,0
Mi9-C,Tm6_14-J,3,0
Mi9-C,Tm4-C,1,0
Mi9-C,TmY5a-D,1,0
Mi9-C,TmY3-home,1,0
Mi9-C,Tm6_14-K,2,0
Mi9-C,T4c-A,1,0
Mi9-C,T4b-D,1,0
Mi9-C,Tm8_like,12,0
Mi9-C,TmY13_like-1,26,0
Mi9-C,Pm4-0,24,0
Mi9-C,Lawf1-1,1,0
Mi9-C,T4a-C,1,0
Mi9-C,Tm5a-C,2,0
Mi9-C,Tm3p-D,1,0
Mi9-C,T4d-D,2,0
Mi9-C,T3-J,1,0
Mi9-C,TmY5a-0,1,0
Mi9-C,T2a-L,1,0
Mi9-C,Tm5a-L,1,0
Mi9-C,T4a-E,3,0
Mi9-C,Tm5b-C,5,0
Mi9-C,Tm1-C,18,0
Mi9-C,Mi22-4,1,0
Mi9-C,T4c-B,5,0
Mi9-C,Lawf1-2,2,0
Mi9-C,TmY3-C,11,0
Mi9-C,Tm4-J,6,0
Mi9-C,T3-C,3,0
Mi9-C,TmY13_like-0,5,0
Mi9-C,Pm2-4,4,0
Mi9-C,T4c-L,1,0
Mi9-C,Tm2-C,6,0
Mi9-C,T4a-home,7,0
Mi9-C,Mi22-0,8,0
Tm3p-B,T4d-B,3,0
Tm3p-B,Tm3a-B,2,0
Tm3p-B,T4d-R,1,0
Tm3p-B,TmY3-F,2,0
Tm3p-B,C2-B,1,0
Tm3p-B,TmY3-C,1,0
Tm3p-B,Tm3a-K,3,0
Tm3p-B,Y3_Y6-2,3,0
Tm3p-B,Dm6-0,4,0
Tm3p-B,TmY3-home,9,0
Tm3p-B,TmY3-B,6,0
Tm3p-B,Mi1-B,5,0
Tm3p-B,Pm2-1,2,0
Tm3p-B,Mi1-C,3,0
Tm3p-B,C3-B,1,0
Tm3p-B,TmY5a-0,15,0
Tm3p-B,Dm6-2,1,0
Tm3p-B,Tm3a-C,2,0
Tm3p-B,T3-C,2,0
Tm3p-B,T4d-C,1,0
Tm3p-B,T2a-B,3,0
Tm3p-B,T4a-C,1,0
Tm3p-B,L1-B,6,0
Tm3p-B,Dm6-4,1,0
Tm3p-B,TmY10_like-0,1,0
Tm3p-B,C3-C,1,0
Tm3p-B,Pm4-0,10,0
Tm3p-B,T4d-home,3,0
Tm3p-B,T3-J,13,0
Tm3p-B,Lawf1-0,2,0
Tm3p-B,Tm3p-home,3,0
Tm3p-B,L1-C,4,0
Tm3p-B,Dm6-6,1,0
Tm3p-B,L5-B,1,0
Tm3p-B,T4a-A,1,0
Tm3p-B,Tm6_14-J,1,0
Tm3p-B,Tm3a-I,2,0
Tm3p-B,T4a-home,1,0
Tm3p-B,T4c-B,6,0
Lawf1-1,Tm4-F,1,0
Lawf1-1,Lawf1-0,1,0
Lawf1-1,Tm3a-A,3,0
Lawf1-1,Tm3a-D,1,0
Lawf1-1,Tm3p-D,2,0
Lawf1-1,T3-F,2,0
Lawf1-1,Tm16_like-0,1,0
Lawf1-1,TmY3-P,2,0
Lawf1-1,Mi4-Q,1,0
Lawf1-1,Tm3a-B,2,0
Lawf1-1,TmY3-home,1,0
Dm3x-1,Tm28_TmY9-0,6,0
Dm3x-1,Dm3x-0,1,0
Dm3x-1,Tm5Y-home,2,0
Dm3x-1,Dm3y-1,1,0
Dm3x-1,Mi9-home,1,0
Dm3x-1,Tm9-C,1,0
Dm3x-1,Dm3y-5,1,0
Dm3x-1,Tm5c-0,1,0
Dm3x-1,TmY4_like-0,1,0
Dm3x-1,Tm20-home,1,0
Dm3x-1,Tm6_14-J,1,0
Dm3x-1,Mi2-1,1,0
Dm3x-1,Tm28_TmY9-1,3,0
Dm3x-1,TmY10_like-0,1,0
Dm3x-1,Tm5Y-C,1,0
Dm3x-1,Tm20-C,2,0
Tm5a-L,Tm5c_like,1,0
Tm5a-L,Tm8_like,1,0
Tm5a-L,Mi4-D,1,0
Tm5a-L,TmY13_like-1,1,0
Tm5a-L,Dm8-L,1,0
T3-P,Tm16_like-3,1,0
T3-P,T3-P,3,0
T3-P,Pm3-0,14,0
T3-P,Mi1-P,3,0
T3-P,T3-E,5,0
T3-P,Y3_Y6-0,1,0
T3-P,T3-F,6,0
Pm3-1,Pm1-1,1,0
Pm3-1,T2a-C,1,0
Pm3-1,Tm1-C,1,0
Pm3-1,Mi2-0,1,0
Pm3-1,TmY5a-D,5,0
Pm3-1,Tm3a-B,1,0
Pm3-1,Tm3p-E,6,0
Pm3-1,TmY5a-E,2,0
Pm3-1,Tm1-home,3,0
Pm3-1,Mi1-home,5,0
Pm3-1,T3-C,9,0
Pm3-1,Tm4-B,1,0
Pm3-1,Tm16_like-3,1,0
Pm3-1,Mi1-E,6,0
Pm3-1,Tm2-D,1,0
Pm3-1,T2a-A,2,0
Pm3-1,Tm3p-home,1,0
Pm3-1,Pm4-0,23,0
Pm3-1,Mi1-F,5,0
Pm3-1,T3-home,9,0
Pm3-1,T2-D,2,0
Pm3-1,Tm2-E,3,0
Pm3-1,T2a-F,1,0
Pm3-1,Mi1-D,2,0
Pm3-1,Tm2-B,2,0
Pm3-1,Pm2-8,1,0
Pm3-1,Pm4-3,9,0
Pm3-1,Tm3p-B,2,0
Pm3-1,T2a-home,1,0
Pm3-1,Tm2-home,5,0
Pm3-1,Tm3p-P,2,0
Pm3-1,TmY5a-0,1,0
Pm3-1,Tm4-C,2,0
Pm3-1,Tm1-F,3,0
Pm3-1,T3-J,3,0
Pm3-1,Tm3a-C,9,0
Pm3-1,Tm25_Y1-home,1,0
Pm3-1,Tm2-C,1,0
Pm3-1,C3-home,1,0
Pm3-1,Tm2-F,2,0
Pm3-1,Tm4-F,1,0
Pm3-1,Y3_Y6-1,6,0
Pm3-1,Tm6_14-C,1,0
Pm3-1,Y3_Y6-3,2,0
Pm3-1,TmY3-home,1,0
Pm3-1,T3-F,2,0
Pm3-1,Y3_Y6-2,2,0
Pm3-1,Tm20-D,1,0
Pm3-1,Mi1-C,1,0
Pm3-1,T2-C,9,0
Pm3-1,Pm4-7,1,0
Pm3-1,T2-home,4,0
Pm3-1,Mi1-B,1,0
Dm2-C,Dm2-B,3,0
Dm2-C,Dm8-K,1,0
Dm2-C,Tm8_like,4,0
Dm2-C,Dm8-C,1,0
Dm2-C,Tm25_Y1-D,6,0
Dm2-C,Dm5_like-0,2,0
Dm2-C,Lawf1-2,2,0
Dm2-C,Dm4-5,1,0
Dm2-C,Dm2-K,1,0
Dm2-C,Lawf1-0,1,0
Dm2-C,Dm7_Mi16_like-0,1,0
Dm2-C,Tm5c-2,2,0
Dm2-C,Mi4-C,8,0
Dm2-C,C3-D,1,0
Dm2-C,Dm8-J,1,0
Dm2-C,Tm5b-D,4,0
Dm2-C,Dm2-home,1,0
Dm2-C,Tm5b-home,1,0
Mi21,Pm4-0,1,0
Mi21,Dm8-A,2,0
Mi21,Tm20-F,1,0
Mi21,T3-F,2,0
Mi21,Dm8-B_home,3,0
Mi21,Dm8-C,1,0
Mi21,TmY3-P,2,0
Mi21,Dm8-P,3,0
Mi21,Tm5b-D,7,0
Mi21,Dm8-F,2,0
Mi21,T2-F,1,0
Mi21,Tm5a-F,3,0
Mi21,Dm8-Q,1,0
Mi21,Dm8-E,5,0
Mi21,Tm25_Y1-home,3,0
Mi21,T3-home,3,0
Mi21,Tm5b-B,8,0
Mi21,Tm5a-L,2,0
T1-E,Tm20-E,1,0
T1-E,Mi9-E,1,0
T1-E,Dm9-3,1,0
T1-E,Tm1-E,1,0
T1-E,L5-E,1,0
T1-E,L2-E,5,0
Tm4-K,Pm2-8,2,0
Tm4-K,Tm1-L,2,0
Tm4-K,Mi4-C,2,0
Tm4-K,TmY3-home,1,0
Tm4-K,T2a-C,1,0
Tm4-K,Pm2-1,1,0
Tm4-K,Mi4-L,1,0
Tm4-K,C3-D,5,0
Tm4-K,C3-C,5,0
Tm4-K,Pm4-8,9,0
Tm4-K,Tm22_like,1,0
Tm4-K,Tm3a-K,1,0
Tm4-K,T3-K,1,0
Tm4-K,Tm1-D,1,0
Tm4-K,T2a-L,3,0
Tm4-K,C2-D,4,0
Tm4-K,Tm6_14-K,5,0
Tm4-K,Tm25_Y1-D,1,0
Tm4-K,T3-J,1,0
Tm4-K,TmY13_like-1,2,0
Tm4-K,Pm4-0,9,0
Tm4-K,TmY5a-D,7,0
Tm4-K,Mi22-4,3,0
Tm4-K,Tm4-C,1,0
Tm4-K,Tm4-J,1,0
Tm4-K,TmY3-C,5,0
Tm4-K,TmY5a-0,1,0
Tm4-K,TmY3-B,1,0
T3-out,Lawf2-1,2,0
T3-out,T3-C,2,0
T3-out,Mi1-D,1,0
Tm16_like-3,Tm2-P,1,0
Tm16_like-3,Tm1-E,2,0
Tm16_like-3,Lawf1-1,4,0
Tm16_like-3,Pm2-10,1,0
Tm16_like-3,T3-P,4,0
Tm16_like-3,Tm20-E,2,0
Tm16_like-3,Tm4-home,1,0
Tm16_like-3,Lawf2-1,3,0
Tm16_like-3,TmY5a-E,2,0
Tm16_like-3,Tm16_like-1,2,0
Tm16_like-3,Y3_Y6-3,8,0
Tm16_like-3,Mi9-E,2,0
Tm16_like-3,Tm1-P,4,0
Tm16_like-3,Pm4-0,1,0
Tm16_like-3,Pm2-1,4,0
Tm16_like-3,Y3_Y6-1,1,0
Tm16_like-3,Mi9-P,4,0
Tm16_like-3,Tm5c-2,1,0
Tm16_like-3,Mi4-E,1,0
Tm16_like-3,Tm9-P,4,0
Tm16_like-3,Mi4-F,1,0
Tm16_like-3,Tm5Y-E,2,0
Tm16_like-3,Mi9-Q,2,0
Tm16_like-3,T3-home,2,0
Tm16_like-3,Pm2-7,1,0
Tm16_like-3,Y3_Y6-5,2,0
Tm16_like-3,Y3_Y6-0,3,0
Tm16_like-3,Lawf1-2,4,0
Dm8-C,Dm5_like-0,7,0
Dm8-C,Tm25_Y1-home,1,0
Dm8-C,Dm2-home,2,0
Dm8-C,Dm2-C,10,0
Dm8-C,Mi22-1,1,0
Dm8-C,Dm9-0,17,0
Dm8-C,Tm5Y-C,3,0
Dm8-C,Tm5c-0,5,0
Dm8-C,TmY10_like-0,10,0
Dm8-C,Tm5b-home,4,0
Dm8-C,Dm8-B_home,1,0
Dm8-C,Tm5b-B,1,0
Dm8-C,Tm5b-C,7,0
Dm8-C,Tm23_24,undefined,0
Dm8-C,Mi4-C,4,0
Dm8-C,Tm25_Y1-D,2,0
Dm8-C,Mi4-home,1,0
Dm8-C,Dm7_Mi16_like-0,1,0
Dm8-C,Tm5b-D,3,0
Dm8-C,Tm5a-C,20,0
Dm8-C,Tm5a-J,1,0
Mi9-N,T4b-D,12,0
Mi9-N,T4b-E,2,0
Mi9-N,Mi4-N,8,0
Mi9-N,T4c-E,8,0
Mi9-N,T4c-D,2,0
Mi9-N,Mi9-N,2,0
Mi9-N,T4a-P,6,0
Mi9-N,Tm5b-D,3,0
Mi9-N,T4b-O,3,0
Mi9-N,T4c-home,6,0
Mi9-N,Tm3p-N,1,0
Tm3p-N,Tm3p-D,1,0
Tm3p-N,T4b-E,3,0
Tm3p-N,Mi1-D,1,0
Tm3p-N,TmY3-home,2,0
Tm3p-N,Tm3p-E,1,0
Tm3p-N,Tm3a-D,1,0
Tm3p-N,T4c-N,2,0
Tm3p-N,T4b-D,8,0
Tm3p-N,T3-out,5,0
Tm3p-N,Lawf1-2,1,0
Tm3p-N,Mi9-N,2,0
Tm3p-N,T2a-D,4,0
Tm3p-N,T4d-D,7,0
Tm3p-N,L1-E,2,0
Tm3p-N,T4a-D,12,0
Tm3p-N,T4a-E,4,0
Tm3p-N,T4c-home,1,0
Tm3p-N,T4c-D,7,0
Tm3p-N,T3-D,8,0
Tm3p-N,Pm1-0,10,0
Tm3p-N,Dm6-1,1,0
TmY13_like-1,T3-B,3,0
TmY13_like-1,Mi2-1,1,0
TmY13_like-1,Mi22-1,2,0
TmY13_like-1,Tm16_like-2,2,0
TmY13_like-1,Mi4-C,2,0
TmY13_like-1,T3-J,3,0
TmY13_like-1,Tm5a-C,1,0
TmY13_like-1,Mi22-4,1,0
TmY13_like-1,Mi4-D,1,0
TmY13_like-1,T3-C,2,0
TmY13_like-1,Tm5b-C,2,0
TmY13_like-1,Mi4-B,5,0
TmY13_like-1,Mi22-3,2,0
TmY13_like-1,Tm5b-D,1,0
TmY13_like-1,TmY13_like-0,1,0
TmY13_like-1,T3-K,6,0
TmY13_like-1,Tm5c-0,1,0
TmY13_like-1,TmY5a-0,2,0
TmY13_like-1,T3-D,2,0
TmY13_like-1,Tm28_TmY9-4,1,0
L5-C,Tm3p-B,7,0
L5-C,L5-J,1,0
L5-C,Tm3p-home,21,0
L5-C,T3-J,25,0
L5-C,Tm3a-B,2,0
L5-C,Mi4-B,6,0
L5-C,Dm2-K,4,0
L5-C,C3-home,2,0
L5-C,L1-C,43,0
L5-C,Tm6_14-B,3,0
L5-C,C2-E,3,0
L5-C,Tm6_14-K,9,0
L5-C,Dm1-3,10,0
L5-C,T3-K,14,0
L5-C,C2-B,2,0
L5-C,Tm5Y-C,1,0
L5-C,Dm1-2,15,0
L5-C,Tm5a-C,1,0
L5-C,T1-C,3,0
L5-C,T3-C,11,0
L5-C,C2-C,4,0
L5-C,Mi2-1,1,0
L5-C,Mi1-D,2,0
L5-C,C2-home,4,0
L5-C,Tm3p-D,4,0
L5-C,Mi4-home,3,0
L5-C,C3-B,2,0
L5-C,Mi1-home,3,0
L5-C,TmY3-home,7,0
L5-C,C2-D,1,0
L5-C,Tm25_Y1-home,1,0
L5-C,TmY3-B,9,0
L5-C,Mi1-B,5,0
L5-C,L5-L,1,0
L5-C,Mi4-D,1,0
L5-C,L5-C,1,0
L5-C,Mi1-C,41,0
L5-C,C3-C,13,0
L5-C,Tm23_24,undefined,0
L5-C,TmY3-C,24,0
L5-C,Tm3a-K,14,0
L5-C,Tm25_Y1-D,1,0
L5-C,Dm2-B,1,0
L5-C,Tm6_14-C,7,0
L5-C,Tm3a-C,8,0
L5-C,L2-C,9,0
L5-C,Tm6_14-J,9,0
L5-C,Dm2-C,7,0
L5-C,Mi4-C,20,0
L5-C,TmY5a-0,3,0
L5-C,Tm20-C,2,0
C3-B,T4d-B,1,0
C3-B,T1-B,195,0
C3-B,Tm20-B,6,0
C3-B,T2-J,1,0
C3-B,Dm1-2,3,0
C3-B,L2-B,89,0
C3-B,Dm1-1,8,0
C3-B,Tm9-B,2,0
C3-B,Tm4-C,1,0
C3-B,L5-B,15,0
C3-B,Mi1-B,5,0
C3-B,Tm1-B,21,0
C3-B,Dm3y-0,5,0
C3-B,T4d-R,4,0
C3-B,Dm3y-1,1,0
C3-B,T3-J,9,0
C3-B,L5-home,1,0
C3-B,Dm6-0,1,0
C3-B,T4c-C,2,0
C3-B,T4b-A,3,0
C3-B,Tm4-B,4,0
C3-B,T3-B,10,0
C3-B,Mi9-B,19,0
C3-B,T4b-home,2,0
C3-B,Tm4-J,5,0
Tm3a-I,L1-B,3,0
Tm3a-I,TmY3-B,1,0
Tm3a-I,Tm3p-B,1,0
Tm3a-I,Tm3p-A,1,0
Tm3a-I,Tm3p-home,1,0
Tm3a-I,TmY3-F,1,0
Tm3a-I,Mi1-B,3,0
Tm3a-I,Tm3a-B,2,0
Tm3a-I,Lawf1-0,3,0
C3-F,Tm1-F,15,0
C3-F,T4d-A,2,0
C3-F,Dm6-1,2,0
C3-F,L2-F,65,0
C3-F,Tm9-F,1,0
C3-F,L5-F,13,0
C3-F,Tm2-F,1,0
C3-F,T4a-home,2,0
C3-F,T4d-home,1,0
C3-F,Pm1-0,2,0
C3-F,T4c-E,6,0
C3-F,T3-home,3,0
C3-F,Tm4-F,6,0
C3-F,Pm2-1,1,0
C3-F,T4a-A,8,0
C3-F,Mi1-F,7,0
C3-F,Tm4-B,1,0
C3-F,TmY3-F,1,0
C3-F,Tm6_14-B,4,0
C3-F,T4b-A,1,0
C3-F,T4c-F,2,0
C3-F,T1-F,156,0
C3-F,Mi9-F,14,0
C3-F,T4c-P,5,0
C3-F,L3-F,1,0
C3-F,Dm1-2,4,0
C3-F,Tm20-F,7,0
C3-F,Pm1-2,1,0
C3-F,Tm4-home,8,0
C3-F,T3-F,3,0
C3-F,Dm1-0,8,0
C3-F,T4c-A,1,0
C3-F,Tm4-C,1,0
C3-F,T3-A,4,0
C3-F,Tm3a-home,1,0
C3-F,T4b-P,6,0
C3-F,Dm3y-3,1,0
C3-F,T4b-home,1,0
C3-F,T4d-Q,2,0
C3-F,T4b-F,1,0
C3-F,Dm3x-0,2,0
C3-F,Tm4-D,1,0
C3-F,Tm4-A,11,0
C3-F,T3-B,3,0
C3-F,Dm6-4,1,0
C2-C,Tm1-C,3,0
C2-C,L1-C,31,0
C2-C,L5-C,25,0
C2-C,L4-K,4,0
C2-C,T1-C,3,0
C2-C,L4-J,4,0
C2-C,Mi2-1,1,0
C2-C,TmY3-C,1,0
C2-C,Tm5c_like,2,0
C2-C,T3-J,2,0
C2-C,Tm23_24,undefined,0
C2-C,Tm9-C,2,0
C2-C,Dm9-0,3,0
C2-C,L2-C,20,0
C2-C,Mi1-C,17,0
C2-C,C2-C,1,0
C2-C,Mi4-C,1,0
C2-C,L3-C,10,0
C2-C,T3-K,1,0
L1-F,Tm3a-A,15,0
L1-F,L5-F,121,0
L1-F,Tm3p-P,14,0
L1-F,Mi1-F,133,0
L1-F,C2-F,55,0
L1-F,Tm3a-B,9,0
L1-F,C3-F,65,0
L1-F,Tm3p-E,1,0
L1-F,Tm3a-home,34,0
Tm20-home,Tm20-C,15,0
Tm20-home,T2-C,4,0
Tm20-home,Tm9-home,7,0
Tm20-home,Tm28_TmY9-0,1,0
Tm20-home,TmY4_like-0,2,0
Tm20-home,T2-J,1,0
Tm20-home,T1-home,1,0
Tm20-home,Dm3y-1,2,0
Tm20-home,Tm20-E,6,0
Tm20-home,Dm3x-0,1,0
Tm20-home,Mi2-1,2,0
Tm20-home,Mi21,1,0
Tm20-home,Tm25_Y1-home,3,0
Tm20-home,Tm20-B,1,0
Tm20-home,Tm5Y-home,14,0
Tm20-home,Tm20-F,1,0
Tm20-home,Tm5Y-F,2,0
Tm20-home,Tm28_TmY9-1,1,0
Tm20-home,Dm3x-1,1,0
Tm20-home,Tm25_Y1-E,4,0
Tm20-home,Mi9-B,1,0
Tm20-home,Mi9-home,5,0
Tm20-home,TmY5a-0,1,0
Tm20-home,Tm5Y-E,1,0
Tm20-home,Dm3x-3,1,0
Dm4-3,Tm5a-F,1,0
Dm4-3,Dm2-home,2,0
Dm4-3,Mi22-2,1,0
Dm4-3,Mi4-F,28,0
Dm4-3,Lawf1-0,2,0
Dm4-3,Mi22-0,2,0
Dm4-3,Dm2-F,15,0
Dm4-3,L3-F,2,0
Mi1-Q,Tm6_14-F,2,0
Mi1-Q,C2-Q,4,0
Mi1-Q,T4a-F,4,0
Mi1-Q,Mi1-Q,1,0
Mi1-Q,Pm2-3,12,0
Mi1-Q,Y3_Y6-3,7,0
Mi1-Q,TmY3-P,5,0
Mi1-Q,Pm2-10,17,0
Mi1-Q,Pm2-1,6,0
Mi1-Q,T4b-P,5,0
Mi1-Q,Y3_Y6-5,8,0
Mi1-Q,T4c-P,8,0
Mi1-Q,C2-F,9,0
Mi1-Q,T4b-3O,3,0
Mi1-Q,T3-F,2,0
Mi1-Q,T4b-F,3,0
Mi1-Q,L1-Q,9,0
Mi1-Q,Tm3p-P,3,0
Mi1-Q,TmY4_like-2,3,0
Mi1-Q,T4d-F,7,0
Mi1-Q,Mi9-Q,5,0
Mi1-Q,Dm8-P,1,0
Mi1-Q,T4c-F,17,0
Mi1-Q,T2a-Q,19,0
Mi1-Q,Tm1-Q,2,0
Mi1-Q,Mi2-0,11,0
Mi1-Q,L5-Q,4,0
Mi1-Q,Mi22-2,1,0
Mi1-Q,T4d-Q,36,0
Mi1-Q,Pm3-1,1,0
Mi1-Q,Y3_Y6-0,5,0
Mi1-Q,Pm2-0,23,0
Mi1-Q,Pm2-9,11,0
Mi1-Q,Pm2-2,5,0
Mi1-Q,T2-F,17,0
Mi1-Q,Tm23_24,undefined,0
Mi1-Q,C2-home,6,0
Mi1-Q,C3-Q,1,0
Mi1-Q,TmY5a-F,1,0
Mi1-Q,Mi4-Q,8,0
Mi1-Q,Tm25_Y1-F,4,0
Mi1-Q,T4a-P,3,0
Mi1-Q,Pm3-0,2,0
Dm8-F,Tm5Y-E,2,0
Dm8-F,Tm5a-F,15,0
Dm8-F,Tm25_Y1-F,1,0
Dm8-F,Tm5c-2,1,0
Dm8-F,Dm2-F,8,0
Dm8-F,Mi4-F,1,0
Dm8-F,Dm2-P,1,0
Dm8-F,Tm5b-D,2,0
Dm8-F,R7-P,1,0
Dm8-F,TmY5a-0,3,0
Dm8-F,TmY3-P,1,0
Dm8-F,Tm5Y-F,1,0
Dm8-F,Mi21,1,0
Dm8-F,Tm5b-B,1,0
Dm8-F,Dm8-A,1,0
Dm8-F,Tm5b-F,3,0
Dm8-F,Dm9-0,18,0
Dm8-F,TmY4_like-4,4,0
Dm8-K,Dm4-0,1,0
Dm8-K,Dm5_like-2,16,0
Dm8-K,Dm8-C,1,0
Dm8-K,R7-K,1,0
Dm8-K,Dm8-J,1,0
Dm8-K,Tm5a-K,10,0
Dm8-K,Dm9-4,8,0
Dm8-K,Dm2-K,1,0
R7-P,Mi1-P,2,0
R7-P,Dm7-1,2,0
R7-P,Dm8-P,14,0
R7-P,R8-P,1,0
R7-P,L1-P,1,0
